,syn_error_rate,connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,suspicious_activity,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,destination_same_server_rate,fragment_errors,compromised_count,source_bytes,service_type,destination_syn_error_rate,same_server_rate,reset_error_rate,server_request_count,destination_server_reset_error_rate,server_reset_error_rate,server_syn_error_rate,destination_bytes,guest_login,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
0,0.0,0,0.01,0.0,SF,2,0.0,0,tcp,0.0,0.0,87,1.0,0,0,690.5,http,0.0,1.0,0.0,2,0.0,0.0,0.0,4702.625,0,1,87,0.0,0.0,anomaly
1,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,6,0.11874999999999991,0,0,0.0,link,0.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
2,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,12,0.11874999999999991,0,0,0.0,bgp,0.0,1.0,0.0,16,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
3,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,1,0.11874999999999991,0,0,0.0,ctf,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
4,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,11,0.11874999999999991,0,0,0.0,iso_tsap,0.0,1.0,0.0,11,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
5,0.0,0,0.2,0.04,SF,36,0.0,0,icmp,0.0,0.0,145,0.57,0,0,690.5,ecr_i,0.0,1.0,0.0,42,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
6,0.0,0,0.02,0.05,S0,22,0.0,0,tcp,0.22,0.0,28,0.11874999999999991,0,0,0.0,http,0.0,1.0,0.0,9,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
7,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,8,0.11874999999999991,0,0,0.0,private,0.0,1.0,0.0,8,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
8,0.0,0,0.2,0.0,SF,1,0.075,0,icmp,0.25,0.0,22,1.0,0,0,8.0,eco_i,0.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,anomaly
9,0.0,0,0.0,0.05,REJ,36,0.0,0,tcp,0.0,0.0,18,0.11874999999999991,0,0,0.0,ldap,0.0,1.0,0.0,18,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
10,0.0,0,0.0,0.05,S0,13,0.0,0,tcp,0.0,0.0,3,0.11874999999999991,0,0,0.0,imap4,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
11,0.0,0,0.0,0.05,REJ,36,0.0,0,tcp,0.0,0.0,1,0.11874999999999991,0,0,0.0,other,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
12,0.0,0,0.01,0.05,SF,6,0.0,0,tcp,0.0,0.0,1,0.11874999999999991,0,0,6.0,ftp,0.0,1.0,0.0,1,0.0,0.0,0.0,54.0,0,0,111,0.0,0.0,anomaly
13,0.0,0,0.2,0.0,SF,1,0.075,0,icmp,0.25,0.0,77,1.0,0,0,8.0,eco_i,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,anomaly
14,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,20,0.11874999999999991,0,0,0.0,private,0.0,1.0,0.0,20,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
15,0.0,0,0.0,0.05,RSTO,36,0.0,0,tcp,0.0,0.0,16,0.11874999999999991,0,0,0.0,ftp,0.0,1.0,0.0,16,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
16,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,21,0.11874999999999991,0,0,0.0,private,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
17,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,25,0.11874999999999991,0,0,0.0,printer,0.0,1.0,0.0,25,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
18,0.0,0,0.2,0.01,SF,36,0.0,0,icmp,0.0,0.0,244,0.96,0,0,690.5,ecr_i,0.0,1.0,0.0,42,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
19,0.0,0,0.0,0.05,S0,36,0.0,0,tcp,0.0,0.0,9,0.11874999999999991,0,0,0.0,private,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0,0,255,0.0,0.0,anomaly
